LINE	NUM	ROOM	CHAR	Acte	TEXT_FR	TEXT_EN	INTEGRATION DES METADONNEES
A01N02_NAR_TOY_03530	03530	TOYROOM	NARRATEUR 	A01N02	 Elle inspire, essaie de se calmer, et me fait signe de ne pas l’interrompre.	She breathes in again, tries to calm herself, and ask me to be patient with a sign of her hand.	Done
A01N02_Kim_TOY_03540	03540	TOYROOM	Kim 	A01N02	 Prenez votre temps…	Take your time.	Done
A01N02_NAR_TOY_03550	03550	TOYROOM	NARRATEUR 	A01N02	 Elle fronce les sourcils, mais reprend.	She frowns and starts again.	Done
A01N02_Kim_TOY_03560	03560	TOYROOM	Kim 	A01N02	 …	…	Done
A01N02_NAR_TOY_03570	03570	TOYROOM	NARRATEUR 	A01N02	 Elle sourit un court instant et reprend.	She smiles shortly and starts again.	Done
A01N02_Oph_TOY_03580	03580	TOYROOM	Ophélie 	A01N02	 C’est d-dur de trouver des gens assez p-patients pour m’écouter, parce que je b-bégaie. D-dur de me faire des amis. D-dur de ne pas être p-prise pour une p-petite fille v-vulnérable qui p-pense plus lentement que les autres. D-dur d’être p-pris au sérieux. D-dur d’être écouté. Mon p-père refuse de me répondre, ma m-mère est p-partie. Je dois me b-battre seule. Et c’est f-fatiguant. Bien, bien trop fatiguant.	It’s hard to f-find p-people p-p-p… understanding enough to listen to me, b-because I s-stutter. It’s hard for m-me to make f-friends. It’s hard n-not to be seen as a little, v-vulnerable g-girl who thinks slower than other p-people. It’s hard to b-be t-taken seriously. It’s hard to b-be listened to. My d-dad doesn’t want to answer me; my m-mother is g-gone. I have to fight alone and it’s t-tiring; very, very t-tiring.	Done
A01N02_Kim_TOY_03590	03590	TOYROOM	Kim 	A01N02	 Je suis désolé#e||•e#.	I’m sorry.	Done
A01N02_Oph_TOY_03600	03600	TOYROOM	Ophélie 	A01N02	 Non, c’est m-moi. J-je ne devrai pas dire t-tout ça, je suis toujours un p-poids, je ne fais que réclamer de l’aide et me p-plaindre et… Laissez-moi, Kim.	N-no, I am. I should say all this, I’m always a weight, I just ask for help and c-complain and… Leave m-me alone, K-Kim.	Done
A01N02_NAR_TOY_03610	03610	TOYROOM	NARRATEUR 	A01N02	 Cette fois, elle fuit vraiment, quitte la salle en tremblant, ne pouvant clairement plus parler.	This time she really flees the room, trembling, clearly not able to speak anymore.	Done
A01N02_Kim_TOY_03620	03620	TOYROOM	Kim 	A01N02	 La laisser partir	Let her go	Done
A01N02_Kim_TOY_03630	03630	TOYROOM	Kim 	A01N02	 D’accord, à plus tard.	Alright, see you later.	Done
A01N02_NAR_TOY_03640	03640	TOYROOM	NARRATEUR 	A01N02	 Elle semble surprise par mes mots.	She seems surprised by my words.	Done
A01N02_Oph_TOY_03650	03650	TOYROOM	Ophélie 	A01N02	 P-plus tard ?	L-later?	Done
A01N02_Oph_TOY_03660	03660	TOYROOM	Ophélie 	A01N02	 …	…	Done
A01N02_Oph_TOY_03670	03670	TOYROOM	Ophélie 	A01N02	 J-je vous souhaite bon courage, Kim. J-je sais qu’il en faut…	I wish you strength, K-Kim. I know it’s n-needed…	Done
A01N02_NAR_TOY_03680	03680	TOYROOM	NARRATEUR 	A01N02	 Elle se détourne, et quitte la salle. Que voulait-elle dire ?	She turns her back to me and leaves the room. What did she mean?	Done
A01N02_Kim_TOY_03690	03690	TOYROOM	Kim 	A01N02	 Pas encore.	Not yet.	Done
A01N02_Oph_TOY_03700	03700	TOYROOM	Ophélie 	A01N02	 A plus tard.	S-see you later.	Done
A01N02_Léo_HAL_03710	03710	HALL	Léontine 	A01N02	 #Mme|M.|Mx# Luong ? J’ai vu Ophélie partir vers le grenier en pleurant… J’ai voulu l’arrêter, mais elle marmonnait qu’elle en valait pas la peine, que je devais la laisser… Ce ne sont pas mes oignons, mais voyons, faire pleurer quelqu’un comme ça… Loin de moi l’envie de vous donner des ordres, mais ce s’rait bien que quelqu’un lui remonte le moral, à la pauv’ petite.	#Mrs.|Mr.|Mx.# Luong? I saw Ophélie go to the attic. She was cryin’… I wanted to stop her but she was sayin’ she didn’t matter and I’d better leave her alon’… It’s none of my b’s’ness, but still, makin’ someone cry like that… I don’t want to order you around, right, but someone needs to lift her spirits.	Done
A01N02_Kim_HAL_03720	03720	HALL	Kim 	A01N02	 Merci, Léontine.	Thanks, Léontine.	Done
A01N02_Léo_HAL_03730	03730	HALL	Léontine 	A01N02	 #Mme|M.|Mx# Luong… Suivez-moi, s’il vous plait. J’ai une affreuse nouvelle à vous annoncer…	#Mrs.|Mr.|Mx.# Luong… Follow me, please. I’ve terrible news…	Done
A01N02_NAR_BLA_03740	03740	BLACK_SCREEN	NARRATEUR 	A01N02	 C’est Léontine qui l’a trouvée. Léontine qui s’est inquiétée. Léontine qui a appelé les pompiers, trop tard, Léontine qui s’est occupé du corps, Léontine qui a lu la lettre laissée par Ophélie… Une lettre qui déchire le cœur. « Je ne trouverai jamais ma place, moi qui ne suis bienvenue nulle part. » Aurions-nous pu faire quelque chose ? Mieux l’accueillir, lui tendre la main ? Une ombre s’étend sur le Manoir, à présent. Abigail et Hippolyte, qui se le partagent, ont condamné l’entrée au grenier et n’y mettent plus les pieds…	It was Léontine who found her. She was the one who worried and called 911, too late, the one who took care of the body, and the one who found the letter Ophélie had left behind - a heartbreaking letter. “I’ll never find my place in the world. I do not feel welcome anywhere.” Could we have done something? Could we have taken her hand and make her feel better? A shadow is hanging over the Manor now. Abigail and Hippolyte, who are sharing it, blocked the way to the attic and do not go there anymore…	Done
A01N02_Kim_ATT_03750	03750	ATTIC	Kim 	A01N02	 Ophélie ? Tout va bien ?	Ophélie? Is everything alright?	Done
A01N02_Oph_ATT_03760	03760	ATTIC	Ophélie 	A01N02	 Kim…	Kim…	Done
A01N02_NAR_ATT_03770	03770	ATTIC	NARRATEUR 	A01N02	 Elle pleure, adossée à la fenêtre ouverte…	She’s crying, leaning against the open window.	Done
A01N02_Kim_ATT_03780	03780	ATTIC	Kim 	A01N02	 Léontine s’inquiète pour vous. Moi aussi.	Léontine is worried about you, and so am I.	Done
A01N02_Oph_ATT_03790	03790	ATTIC	Ophélie 	A01N02	 Oh.	Oh.	Done
A01N02_NAR_ATT_03800	03800	ATTIC	NARRATEUR 	A01N02	 Ses mains tremblent.	Her hands are shaking.	Done
A01N02_Kim_ATT_03810	03810	ATTIC	Kim 	A01N02	 Est-ce que je peux vous aider ?	Can I help you?	Done
A01N02_Oph_ATT_03820	03820	ATTIC	Ophélie 	A01N02	 M’aider ? A quoi ?	Help m-me? To do what?	Done
A01N02_Kim_ATT_03830	03830	ATTIC	Kim 	A01N02	 A vous sentir mieux ?	To feel better?	Done
A01N02_Oph_ATT_03840	03840	ATTIC	Ophélie 	A01N02	 …	…	Done
A01N02_Oph_ATT_03850	03850	ATTIC	Ophélie 	A01N02	 Vous ne p-pouvez pas m’aider. Vous ne p-pouvez pas me dire si je suis bien la fille de C-Célestia.	You c-can’t. You c-can’t tell m-me if I’m C-Célestia’s daughter.	Done
A01N02_Kim_ATT_03860	03860	ATTIC	Kim 	A01N02	 Je peux peut-être faire autre chose.	Maybe I can do something else.	Done
A01N02_NAR_ATT_03870	03870	ATTIC	NARRATEUR 	A01N02	 Elle secoue négativement la tête.	She shakes her head.	Done
A01N02_Oph_ATT_03880	03880	ATTIC	Ophélie 	A01N02	 Vous avez essayé. Et vous faites déjà b-beaucoup en étant là. J-je ne pensais pas qu’on s-s’inquièterait pour moi.	You tried. And you’re already d-doing a lot b-by just b-being here. I didn’t think you would worry ab-bout me.	Done
A01N02_Oph_ATT_03890	03890	ATTIC	Ophélie 	A01N02	 Mais maintenant, j-je n’ai plus rien à faire ici.	B-but now, I don’t have anything left t-to d-do here.	Done
A01N02_Oph_ATT_03900	03900	ATTIC	Ophélie 	A01N02	 J-je n’ai plus rien à faire ici.	I don’t have anything left t-to d-do here.	Done
A01N02_Kim_ATT_03910	03910	ATTIC	Kim 	A01N02	 Vous allez partir ?	Are you leaving?	Done
A01N02_Oph_ATT_03920	03920	ATTIC	Ophélie 	A01N02	 J-je ne suis pas la b-bienvenue. Hippolyte et Abigail me d-détestent et me prennent pour un v-vautour leur tournant autour en leur dent, dent…	I’m n-not welcomed here. Hippolyte and Abigail hate m-me and think I’m a v-vulture circling above them in this dime, dime…	Done
A01N02_Kim_ATT_03930	03930	ATTIC	Kim 	A01N02	 Dent ?	Dime?	Done
A01N02_Oph_ATT_03940	03940	ATTIC	Ophélie 	A01N02	 N-non, t-t-temps de deuil. M-mieux vaut que je p-parte.	N-no, t-t-time of death. It’s b-better if I leave.	Done
A01N02_NAR_ATT_03950	03950	ATTIC	NARRATEUR 	A01N02	Elle détourne les yeux, regarde par la fenêtre, avale sa salive.	She looks away, through the window, and swallows.	Done
A01N02_Kim_ATT_03960	03960	ATTIC	Kim 	A01N02	 On vous attend en Normandie.	People are waiting for you in Normandy	Done
A01N02_Oph_ATT_03970	03970	ATTIC	Ophélie 	A01N02	 …	…	Done
A01N02_Oph_ATT_03980	03980	ATTIC	Ophélie 	A01N02	 Oui.	Yes.	Done
A01N02_Oph_ATT_03990	03990	ATTIC	Ophélie 	A01N02	 J-je vais retrouver mon père et reprendre ma vie.	I’ll g-go b-back to my d-dad and my life.	Done
A01N02_Kim_ATT_04000	04000	ATTIC	Kim 	A01N02	 Vous pourriez rester.	You could stay.	Done
A01N02_Oph_ATT_04010	04010	ATTIC	Ophélie 	A01N02	 V-vous ne m’avez pas exactement ouvert les bras n-von plus… Comment p-pouvez-vous p-proposer ça maintenant ? Non, clairement, j-j’ai plus ma place chez m-moi, et j-je suis f-fatiguée qu’on me manque toujours de respect.	You didn’t exactly op-pen your arms to m-me either… How c-can you say that n-now? N-no, clearly, I’m b-better off at home, and I’m t-tired of b-being d-disrespected here.	Done
A01N02_Oph_ATT_04020	04020	ATTIC	Ophélie 	A01N02	 Vous v-voulez que je reste ?	D-do you want m-me to stay?	Done
A01N02_NAR_ATT_04030	04030	ATTIC	NARRATEUR 	A01N02	 Elle semble touchée.	She’s moved.	Done
A01N02_Kim_ATT_04040	04040	ATTIC	Kim 	A01N02	 Oui, je vous apprécie.	Yes, I like you	Done
A01N02_Kim_ATT_04050	04050	ATTIC	Kim 	A01N02	 Ça fait du bien de vous avoir ici. Vous êtes quelqu’un d’admirable. Il faut avoir beaucoup de force pour partir comme ça à la recherche de son passé, sans savoir ce qu’on va trouver à l’arrivée.	It’s nice to have you here. You are admirable. You need a lot of strength to chase your past like that, not knowing what’s waiting at the end of the road.	Done
A01N02_NAR_ATT_04060	04060	ATTIC	NARRATEUR 	A01N02	 Elle rougit.	She blushes.	Done
A01N02_Oph_ATT_04070	04070	ATTIC	Ophélie 	A01N02	 C’est… Merci, Kim.	T-That’s… Thank you, K-Kim.	Done
A01N02_Oph_ATT_04080	04080	ATTIC	Ophélie 	A01N02	 Mais…	But…	Done
A01N02_Oph_ATT_04090	04090	ATTIC	Ophélie 	A01N02	 J-je vais quand même partir. Laisser de l’espace à Abigail et Hippolyte.	I’m still g-going to leave and let Abigail and Hippolyte b-breath.	Done
A01N02_Kim_ATT_04100	04100	ATTIC	Kim 	A01N02	 Oui, Abigail et Hippolyte pourraient vous apprécier.	Yes, Abigail and Hippolyte will learn to like you	Done
A01N02_Kim_ATT_04110	04110	ATTIC	Kim 	A01N02	 Il faut du temps pour apprendre à connaître les autres. Si vous partez, comment Abigail et Hippolyte pourraient-ils changer d’avis sur vous ? Même sans preuve, ils sont peut-être votre demi-frère et votre demi-sœur. Au pire, vous pouvez toujours vous en faire des amis.	We need time to learn to know each other. If you leave now, how can Abigail and Hippolyte change their mind about you? Even without proof, they might be your half-siblings. They could also be friends.	Done
A01N02_Oph_ATT_04120	04120	ATTIC	Ophélie 	A01N02	 C’est vrai.	T-true.	Done
A01N02_Oph_ATT_04130	04130	ATTIC	Ophélie 	A01N02	 Mais…	But…	Done
A01N02_Oph_ATT_04140	04140	ATTIC	Ophélie 	A01N02	 J-je doute que ce soit le moment. J-je vais quand même partir. J-J’espère que j-j’aurais l’occasion de m-mieux les connaître, plus tard.	I d-don’t think it’s the right t-time. I’m still g-going to leave. I hope I’ll learn t-to know them b-better s-someday.	Done
A01N02_Kim_ATT_04150	04150	ATTIC	Kim 	A01N02	 C’est votre choix.	That’s your choice.	Done
A01N02_Kim_ATT_04160	04160	ATTIC	Kim 	A01N02	 Personne ne vous met à la porte. Ne vous sentez pas obligée de partir.	No one is forcing you to leave. Don’t feel like you have to.	Done
A01N02_NAR_ATT_04170	04170	ATTIC	NARRATEUR 	A01N02	 Elle semble déçue.	She seems disappointed.	Done
A01N02_Oph_ATT_04180	04180	ATTIC	Ophélie 	A01N02	 P-personne ne m’oblige à p-partir, mais p-ersonne ne me retient non plus.	N-no one is f-forcing m-me to leave, but n-no one is t-telling me to stay either.	Done
A01N02_Oph_ATT_04190	04190	ATTIC	Ophélie 	A01N02	 …	…	Done
A01N02_Oph_ATT_04200	04200	ATTIC	Ophélie 	A01N02	 Mais c’est vrai, c’est m-mon choix.	B-but t-true, it’s my choice.	Done
A01N02_Oph_ATT_04210	04210	ATTIC	Ophélie 	A01N02	 Adieu, Kim. P-pardon du dérangement.	G-good bye, K-Kim. S-sorry for everything.	Done
A01N02_NAR_ATT_04220	04220	ATTIC	NARRATEUR 	A01N02	 Elle sourit du bout des lèvres, puis disparait dans les escaliers. Je suppose que Geoffroy l’aidera avec ses bagages… Qu’est-ce qui l’attend, là-bas ? A quoi ressemble sa vie ? J’ai eu si peu de temps pour la connaître, au final, qu’elle part sans que je sache quoique ce soit d’elle. J’espère que tout ira bien.	She smiles at the tip of her lips, and disappears in the stairs. I’m guessing Geoffroy will help her pack… What’s waiting for her home? What’s her life like? I had so little time to get to know her that I feel she’s leaving and I still don’t know anything about her. I hope she’ll be fine.	Done
A01N02_NAR_ATT_04230	04230	ATTIC	NARRATEUR 	A01N02	 Moi, il faut que je me remette au travail. J’ai toujours un héritier à choisir.	As for me, I really need to get back to work. I have an heir to choose.	Done
A01N02_Oph_ATT_04240	04240	ATTIC	Ophélie 	A01N02	 Du coup…	S-so…	Done
A01N02_NAR_ATT_04250	04250	ATTIC	NARRATEUR 	A01N02	 Elle a l’air hésitante.	She hesitates.	Done
A01N02_Kim_ATT_04260	04260	ATTIC	Kim 	A01N02	 Oui ?	Yes?	Done
A01N02_Oph_ATT_04270	04270	ATTIC	Ophélie 	A01N02	 Est-ce qu’on p-peut rester en contact ? En attendant de meilleures circonstances pour se v-voir ?	C-c-could we stay in c-c-contact? Wait for a b-better t-time to see each other again?	Done
A01N02_Kim_ATT_04280	04280	ATTIC	Kim 	A01N02	 Oui	Yes	Done
A01N02_Kim_ATT_04290	04290	ATTIC	Kim 	A01N02	 Bien sûr ! Je vous donne mon numéro.	Of course! Here’s my number.	Done
A01N02_Oph_ATT_04300	04300	ATTIC	Ophélie 	A01N02	 M-Merci.	Thank you.	Done
A01N02_NAR_ATT_04310	04310	ATTIC	NARRATEUR 	A01N02	 Elle me laisse son numéro sur un bout de papier chiffonné. Je le glisse dans ma veste. Elle rit, essuie ses larmes du dos de ses mains.	She also gives me her number on a crumpled piece of paper. I slip it in my jacket. She laughs, drying her tears with the back of her hands.	Done
A01N02_Oph_ATT_04320	04320	ATTIC	Ophélie 	A01N02	 J-je vais aller me débarbouiller, j-je dois ressembler à un épouvantail.	I’ll clean m-myself up, I g-guess I’m looking like a s-s… sac-carecrow n-now.	Done
A01N02_Kim_ATT_04330	04330	ATTIC	Kim 	A01N02	 Tenez, j’ai un mouchoir si vous voulez.	Here, take my handkerchief if you want.	Done
A01N02_Oph_ATT_04340	04340	ATTIC	Ophélie 	A01N02	 Merci. A… A bientôt, j’espère.	Thank you. S-see you s-soon, I hope.	Done
A01N02_Kim_ATT_04350	04350	ATTIC	Kim 	A01N02	 Non	No	Done
A01N02_Kim_ATT_04360	04360	ATTIC	Kim 	A01N02	 Euh, je vais bientôt rentrer aussi, et…	Well, I’m leaving soon too, and…	Done
A01N02_Oph_ATT_04370	04370	ATTIC	Ophélie 	A01N02	 Oui, pardon. V-vous êtes là pour l’héritage, p-pas pour… P-pardon. Je vais aller p-préparer mes affaires. Au revoir et b-bon courage.	Yes, s-sorry. You’re here about the inherit-tance, not t-to… S-sorry. I’ll p-pack my stuff. G-good b-bye and g-good luck.	Done
A01N02_NAR_ATT_04380	04380	ATTIC	NARRATEUR 	A01N02	 Elle part sans me laisser le temps d’ajouter quoique ce soit.	She leaves before I can add anything.	Done
A01N02_Hip_TOY_04390	04390	TOYROOM	Hippolyte 	A01N02	 Kim.	Kim.	Done
A01N02_Kim_CEL_04400	04400	CELESTIASROOM	Kim 	A01N02	 Sais-tu où est la clef de la vitrine ?	Do you have the key to the display case?	Done
A01N02_Kim_CEL_04410	04410	CELESTIASROOM	Kim 	A01N02	 Dans la chambre de Célestia, il y a une étagère vitrée. Je pense que le journal qui s’y trouve pourrait m’être utile, mais elle est fermée à clef. Est-ce que tu sais comment l’ouvrir ?	In Célestia’s room, there is a glass case. I think the diary there could help me out, but it’s locked up. Do you know how to open it?	Done
A01N02_Hip_CEL_04420	04420	CELESTIASROOM	Hippolyte 	A01N02	 Je sais où se cache la clef, en effet. Allons-y ensemble.	Yes, I do, I know where the key is. Let’s go together.	Done
A01N02_Hip_CEL_04430	04430	CELESTIASROOM	Hippolyte 	A01N02	 Gn…	Gn…	A faire
A01N02_NAR_CEL_04440	04440	CELESTIASROOM	NARRATEUR 	A01N02	 Hippolyte retire le tiroir du bureau, puis fait glisser l’un des panneaux en bois. Dans l’interstice ainsi dégagé, il décolle une petite clef. Ils savent vraiment cacher ce qu’ils veulent, ici…	Hippolyte pulls the desk’s drawer and slides one of its wood panel. In the crack cleared in this way, he removes a small key. They know how to hide what they want here…	A faire
A01N02_Hip_CEL_04450	04450	CELESTIASROOM	Hippolyte 	A01N02	 Voyons voir…	Let’s see…	A faire
A01N02_Hip_CEL_04460	04460	CELESTIASROOM	Hippolyte 	A01N02	 Voilà !	Here you go!	A faire
A01N02_NAR_CEL_04470	04470	CELESTIASROOM	NARRATEUR 	A01N02	 La vitrine est ouverte.	The display case is open.	A faire
A01N02_Kim_CEL_04480	04480	CELESTIASROOM	Kim 	A01N02	 Merci !	Thank you!	A faire
A01N02_NAR_CEL_04490	04490	CELESTIASROOM	NARRATEUR 	A01N02	 Je tends la main vers le journal, mais Hippolyte l’attrape avant moi.	I reach for the diary, but Hippolyte gets it before I do.	A faire
A01N02_Hip_CEL_04500	04500	CELESTIASROOM	Hippolyte 	A01N02	 Une seconde…	Just a moment…	A faire
A01N02_NAR_CEL_04510	04510	CELESTIASROOM	NARRATEUR 	A01N02	 Il recule d’un pas.	He steps back.	A faire
A01N02_Hip_CEL_04520	04520	CELESTIASROOM	Hippolyte 	A01N02	 Ce sont des affaires privées. Un journal intime. Je ne sais pas si j’ai envie que tu ailles mettre ton nez dans les sombres secrets de Célestia…	This is private. It’s a diary. I don’t know if I want you to nose in Célestia’s dark secrets.	A faire
A01N02_Kim_CEL_04530	04530	CELESTIASROOM	Kim 	A01N02	 Où trouverais-je une preuve qu’Ophélie est votre sœur, si pas là ?	How can I find proof that Ophélie is your sister, then?	A faire
A01N02_Hip_CEL_04540	04540	CELESTIASROOM	Hippolyte 	A01N02	 …	…	A faire
A01N02_NAR_CEL_04550	04550	CELESTIASROOM	NARRATEUR 	A01N02	 Il n’a pas l’air ravi…	He doesn’t seem happy.	A faire
A01N02_Kim_CEL_04560	04560	CELESTIASROOM	Kim 	A01N02	 Tu comptes m’empêcher de faire ce que je suis venu#e||•e# faire ici ?	Are you going to stop me from doing what I came here for?	A faire
A01N02_Hip_CEL_04570	04570	CELESTIASROOM	Hippolyte 	A01N02	 Non. Mais je ne peux pas te le donner comme ça.	No, I won’t. But I can’t just give it to you.	A faire
A01N02_NAR_CEL_04580	04580	CELESTIASROOM	NARRATEUR 	A01N02	 Peux ou veux ?	Can’t or won’t?	A faire
A01N02_Hip_CEL_04590	04590	CELESTIASROOM	Hippolyte 	A01N02	 Je veux d’abord la preuve que tu comprennes bien l’importance du Manoir. Tu es un#e||•e# inconnu#e||•e#. Alors je vais te laisser une chance. Tu vois le journal ? Il est fermé par une combinaison secrète. Ce sont des notes de piano… Le verrou ne saute que lorsqu’on appuie sur les touches dans le bon ordre, pour faire la mélodie préférée de Célestia. Elle nous la chantonnait souvent, quand on était enfant, et si tu t’en souviens, je voudrais bien croire que tu prends ta décision en ayant conscience de tous les souvenirs que nous avons ici.	First I want proof that you understand the importance of the Manor. You’re a stranger. So I’m going to give you one chance. Do you see the diary? It’s closed with a secret combination. Those are music keys… The lock only opens if you click on them in the right order to do Célestia’s favorite music. She often hummed it to us, when we were little, and if you remember it, I’ll believe you will take your decision with all our common memories in mind.	A faire
A01N02_NAR_CEL_04600	04600	CELESTIASROOM	NARRATEUR 	A01N02	 Aie… Je n’aurais qu’une chance. Mieux vaut tenter uniquement lorsque je serai sûr#e||•e# de moi.	Outch… I’ll only have one chance to succeed. I should only try when I’m sure of myself.	A faire
A01N02_Hip_CEL_04610	04610	CELESTIASROOM	Hippolyte 	A01N02	 Quand tu seras prêt#e||•e#, retourne me voir dans la salle de jeux.	When you are ready, come back to me in the toyroom.	A faire
A01N02_Kim_TOY_04620	04620	TOYROOM	Kim 	A01N02	 Je suis prêt#e||•e# à ouvrir le journal intime.	I’m ready to open the diary.	Done
A01N02_Hip_TOY_04630	04630	TOYROOM	Hippolyte 	A01N02	 Vas-y, je te regarde…	Go ahead, I’m watching you.	A faire
A01N02_NAR_TOY_04640	04640	TOYROOM	NARRATEUR 	A01N02	 Oh-oh… Je lui ai rarement vu un air aussi hautain.	Oh-oh… I’ve rarely seen him so haughty.	A faire
A01N02_Hip_TOY_04650	04650	TOYROOM	Hippolyte 	A01N02	 Tu me déçois, Kim. Je te pensais plus attaché que ça à notre enfance commune. Je n’ai pas confiance en ton jugement ; débrouille-toi pour aider Ophélie sans moi.	You disappoint me, Kim. I thought you were more attached to our childhood. I don’t trust your judgment; find a way to help Ophélie without me.	A faire
A01N02_NAR_TOY_04660	04660	TOYROOM	NARRATEUR 	A01N02	 Aïe. Je ne vais pas pouvoir aider Ophélie, elle risque d’être déçue…	Outch. I can’t help her then. She’s going to be sad.	A faire
A01N02_NAR_TOY_04670	04670	TOYROOM	NARRATEUR 	A01N02	 Hippolyte a l’air surpris.	Hippolyte is surprised.	A faire
A01N02_Hip_TOY_04680	04680	TOYROOM	Hippolyte 	A01N02	 Tu connais cette mélodie ? Ce n’est pas celle que nous chantonnait Célestia, mais nous l’écoutons souvent au Manoir. Je t’autorise un deuxième essai !	You know this song! It’s not the one Célestia used to hum all the time, but we often listened to it in the Manor. I’ll let you try again!	A faire
A01N02_NAR_TOY_04690	04690	TOYROOM	NARRATEUR 	A01N02	 Hippolyte sourit… Il a l’air vraiment content.	Hippolyte smiles… He seems very happy.	A faire
A01N02_Hip_TOY_04700	04700	TOYROOM	Hippolyte 	A01N02	 Bravo, Kim. J’avoue être surpris, je ne pensais pas que tu t’en souviendrais. Si tu trouves comme tu t’y attends la preuve qu’Ophélie est des nôtres, nous l’accueillerons à bras ouverts.	Congrats, Kim. I must say I’m surprised, I didn’t think you’d remember it. If you find the proof you’re looking for here, we’ll welcome Ophélie with open arms.	A faire
A01N02_Kim_TOY_04710	04710	TOYROOM	Kim 	A01N02	 Merci.	Thank you.	A faire
A01N02_Kim_TOY_04720	04720	TOYROOM	Kim 	A01N02	 Revenir plus tard	Come back later	A faire
A01N02_Kim_TOY_04730	04730	TOYROOM	Kim 	A01N02	 Je tenterai plus tard…	Actually, I’m going to try later on.	A faire
A01N02_Hip_TOY_04740	04740	TOYROOM	Hippolyte 	A01N02	 Je t’attends.	I’ll be waiting.	A faire
A01N02_Kim_TOY_04750	04750	TOYROOM	Kim 	A01N02	 J’ai trouvé des choses compromettantes sur Abigail.	I found compromising stuff about Abigail.	Done
A01N02_Kim_TOY_04760	04760	TOYROOM	Kim 	A01N02	 Apparemment, elle est très tyrannique et peut pousser les autres dans leurs retranchements, à se sentir mal, autant physiquement que moralement… C’est Célestia elle-même qui le dit.	Apparently, she is very tyrannic and pushes people until they crack, physically and mentally… Célestia wrote so herself.	Done
A01N02_Hip_TOY_04770	04770	TOYROOM	Hippolyte 	A01N02	 Ah, tu vois ! Je t’avais bien dit que tu n’aurais pas à fouiller longtemps pour trouver quelque chose. Abigail n’a jamais ressenti ni d’empathie ni de sympathie pour qui que ce soit. Elle est vénale et glaciale. Ses exigences sont inatteignables, et on se tue pour même pas un sourire. Tu penses vraiment qu’elle mérite d’être héritière ? Si tu fais ça, elle ne va jamais se remettre en question et écraser les autres.	Ah, you see! I told you if you searched a bit you’d find something. Abigail never felt any sympathy or empathy for anyone. She’s venal and cold. Her demands are impossible to fulfill, and you’d have to die trying for her to give you the most fleeting of smiles. Do you really think she deserves to be the heir? If you do this, she’ll never question herself and she will just crush everyone.	Done
A01N02_Hip_TOY_04780	04780	TOYROOM	Hippolyte 	A01N02	 Tu as bien vu comment elle te traite depuis ton arrivée.	You've seen how she's with you since you're here.	Done
A01N02_NAR_TOY_04790	04790	TOYROOM	NARRATEUR 	A01N02	 Il n’a pas tort. Il est le fils des Castheran, a été élevé ici, et tout me porte à croire que c’est lui qui mérite le plus d’être héritier. Peut-être devrais-je le choisir dès maintenant. A moins qu’il soit plus prudent de voir ce qu’Abigail a à dire pour sa défense ?	That’s right. He is the Castheran’s son, he grew up here, and everything tells me he deserves the most to be the heir. Maybe I should choose him right now. Unless I listen to what Abigail has to say to defend herself first?	Done
A01N02_Kim_TOY_04800	04800	TOYROOM	Kim 	A01N02	 Tu as raison. Je te choisis comme héritier.	You’re right. I choose you as the heir.	Done
A01N02_Kim_TOY_04810	04810	TOYROOM	Kim 	A01N02	 Allons l’annoncer aux autres.	Let’s tell the others.	Done
A01N02_Kim_TOY_04820	04820	TOYROOM	Kim 	A01N02	 Peut-être. Je vais réfléchir encore un peu.	Maybe. I’ll think about it some more.	Done
A01N02_Hip_TOY_04830	04830	TOYROOM	Hippolyte 	A01N02	 Oh, ne va pas faire semblant de croire ce ramassis d’âneries. Vous, les filles, vous vous défendez toujours entre vous. Je sais bien que ce n’est pas ça qui va te donner envie de me donner le Manoir. Surtout qu’Abigail a changé, depuis, elle est quand même un peu plus responsable qu’avant…	Oh, don’t act like you believe that. You girls are always defending each other. I know very well that it’s not some rubbish that will change your mind about giving me the Manor. Abigail’s changed since then, too, she’s more responsible than before.	Done
A01N02_Kim_TOY_04840	04840	TOYROOM	Kim 	A01N02	 Pourrais-tu m’en dire plus sur Geoffroy ?	Can you tell me more about Geoffroy?	Done
A01N02_Hip_TOY_04850	04850	TOYROOM	Hippolyte 	A01N02	 Qu’est-ce que veux savoir ?	What do you want to know?	Done
A01N02_NAR_TOY_04860	04860	TOYROOM	NARRATEUR 	A01N02	 Devrais-je être direct ?	Should I be frank?	Done
A01N02_Kim_TOY_04870	04870	TOYROOM	Kim 	A01N02	 Je n’ai pas vraiment de souvenirs de lui.	I don’t really have any memory of him.	Done
A01N02_Hip_TOY_04880	04880	TOYROOM	Hippolyte 	A01N02	 Il a changé, depuis ta dernière venue. Déjà, il n’avait pas les cheveux gris ! Mais il se tenait tout aussi droit, était tout aussi poli et tout aussi serviable.	He changed, since you last came. He has grey hair, for starter! But he’s still as upright, polite and obliging as always.	Done
